1,208864.56838738677,98308.74407353842
2,14981837642.771786,30627945.411843624
3,1459103460287219.8,9558457120.455381
4,1.4211056489453732e+20,2983032189233.7617
5,1.3840974009262982e+25,930953702345385.5
6,1.3480529169041388e+30,2.9053484539620006e+17
7,1.3129470986345506e+35,9.067099274296399e+19
8,1.2787555015063748e+40,2.829687748395e+22
9,1.2454543174918665e+45,8.830975057387484e+24
10,1.2130203585688335e+50,2.7559973890558647e+27
11,1.1814310405745337e+55,8.600999956543607e+29
12,1.1506643674800459e+60,2.6842260644450704e+32
13,1.120698916074166e+65,8.377013837286073e+34
14,1.0915138210461625e+70,2.6143237993104717e+37
15,1.0630887604570049e+75,8.158860735337398e+39
16,1.0354039415889485e+80,2.546241919848925e+42
17,1.008440087163624e+85,7.946388748021483e+44
18,9.821784219190303e+89,2.479933019814119e+47
19,9.56600659536092e+94,7.739449928491905e+49
20,9.316889899056701e+99,2.415350927507028e+52
21,9.074260667271649e+104,7.537900182714726e+54
22,8.837949954300754e+109,2.3524506736259905e+57
23,8.60779321410102e+114,7.341599169134041e+59
24,8.383630185716049e+119,2.2911884599540343e+62
25,8.165304781684366e+124,7.15041020095045e+64
26,7.952664979353819e+129,2.2315216288616434e+67
27,7.745562715026337e+134,6.964200150944358e+69
28,7.543853780859359e+139,2.173408633603725e+72
29,7.34739772445217e+144,6.782839358777859e+74
30,7.156057751047144e+149,2.1168090093901064e+77
31,6.969700628277901e+154,6.606201540710663e+79
32,6.788196593397971e+159,2.0616833452094014e+82
33,6.611419262925404e+164,6.434163701667171e+84
34,6.439245544640413e+169,2.0079932563866455e+87
35,6.271555551874735e+174,6.266606049593507e+89
36,6.1082325200331e+179,1.955701357855572e+92
37,5.949162725288595e+184,6.1034119120448424e+94
38,5.794235405395378e+189,1.904771238126936e+97
39,5.643342682563572e+194,5.944467654944938e+99
40,5.49637948834263e+199,1.8551674339347457e+102
41,5.3532434904609e+204,5.78966260346135e+104
42,5.213835021570401e+209,1.8068554055427603e+107
43,5.07805700984723e+214,5.638888964941195e+109
44,4.9458149113992626e+219,1.7598015126940433e+112
45,4.817016644434087e+224,5.492041753853792e+114
46,4.6915725251413204e+229,1.713972991186844e+117
47,4.569395205244673e+234,5.34901871868796e+119
48,4.450399611180277e+239,1.6693379300604812e+122
49,4.334502884858924e+244,5.2097202707530405e+124
50,4.221624325970952e+249,1.6258652493753493e+127
51,4.1116853357936483e+254,5.074049414834071e+129
52,4.0046093624619815e+259,1.583524678571578e+132
53,3.9003218476646083e+264,4.9419116816528274e+134
54,3.798750174728005e+269,1.5422867353912688e+137
55,3.6998236180525955e+274,4.813215062087709e+139
56,3.60347329386564e+279,1.5021227053496404e+142
57,3.509632112256625e+284,4.687869943106661e+144
58,3.4182347304617422e+289,1.4630046217407778e+147
59,3.329217507364914e+294,4.565789045368526e+149
60,3.2425184591837095e+299,1.4249052461640752e+152
61,3.158077216309276e+304,inf
62,inf,inf
