1,208864.56838738677,98308.74407353843
2,127296.75164403857,67649.51150620634
3,88641.32006046904,46646.208757155975
4,70233.62623170232,32298.171641888384
5,61380.91097758787,22552.578912476656
6,57038.42057168645,16007.78381641081
7,54826.003812281975,11704.916373168999
8,53620.629980780795,8975.90713878084
9,52892.37371056661,7332.158949779359
10,52391.1447236416,6398.10271849858
11,51998.889592723644,5891.448825689927
12,51659.85970806514,5621.187739197975
13,51347.709877216395,5473.409606842531
14,51049.973590570255,5386.584722667925
15,50760.73689257899,5329.467836082556
16,50477.18070604892,5286.721060109003
17,50197.948604163044,5250.944348252345
18,49922.37607636205,5218.597349512039
19,49650.126433207755,5187.992734798109
20,49381.018699163746,5158.327348219882
21,49114.946182230124,5129.218678647092
22,48851.83789338708,5100.484059590089
23,48591.64023055754,5072.0357117161875
24,48334.30825682405,5043.830901244547
25,48079.801528467855,5015.848282812262
26,47828.08208574802,4988.076673244319
27,47579.113475245824,4960.509724784929
28,47332.86026665619,4933.143397624193
29,47089.28780823955,4905.974760578225
30,46848.36209861384,4879.001421897473
31,46610.04971604267,4852.221259026167
32,46374.31777667492,4825.63229019206
33,46141.13390772837,4799.232613284943
34,45910.46622863591,4773.020376660368
35,45682.28333660282,4746.993765091868
36,45456.55429472162,4721.150992912608
37,45233.24862164669,4695.490300570748
38,45012.336282272365,4670.009952807279
39,44793.787679092886,4644.708237606493
40,44577.57364405072,4619.583465515982
41,44363.665430753055,4594.633969144827
42,44152.03470697926,4569.858102749193
43,43942.65354742811,4545.254241862236
44,43735.494426670135,4520.8207829478015
45,43530.5302122811,4496.55614306818
46,43327.7341581394,4472.458759561236
47,43127.0798978747,4448.527089724643
48,42928.541438458655,4424.759610506134
49,42732.09315393031,4401.154818199189
50,42537.70977925036,4377.711228143855
51,42345.36640427956,4354.427374432503
52,42155.038467877166,4331.301809620418
53,41966.701752116074,4308.333104441112
54,41780.33237661105,4285.519847526264
55,41595.90679295768,4262.860645130232
56,41413.40177927897,4240.3541208590605
57,41232.79443487712,4217.998915403894
58,41054.06217498829,4195.79368627875
59,40877.18272563761,4173.7371075625815
60,40702.134118592694,4151.827869645537
61,40528.89468641305,4130.064678979392
62,40357.44305759363,4108.446257832051
63,40187.758151800306,4086.9713440460796
64,40019.81917519529,4065.6386908011937
65,39853.605615850676,4044.4470663806424
66,39689.097239248076,4023.3952539414245
67,39526.27408386266,4002.4820512882848
68,39365.11645682969,3981.70627065142
69,39205.60492969177,3961.0667384678377
70,39047.720334225356,3940.5622951663177
71,38891.44375834446,3920.191794955907
72,38736.75654208021,3899.9541056179
73,38583.64027363465,3879.8481083012466
74,38432.07678550699,3859.8726973213247
75,38282.048150691146,3840.026779962042
76,38133.53667894266,3820.3092762811875
77,37986.52491311403,3800.719118919004
78,37840.99562555651,3781.2552529099144
79,37696.931814587464,3761.916635497356
80,37554.31670102156,3742.70223595167
81,37413.13372476473,3723.6110353910026
82,37273.366541469404,3704.6420266051573
83,37134.9990192499,3685.7942138823596
84,36998.0152354567,3667.0666128388843
85,36862.39947350829,3648.458250251496
86,36728.136219779524,3629.968163892653
87,36595.21016054535,3611.595402368446
88,36463.60617897861,3593.339024959197
89,36333.30935220102,3575.1981014627063
90,36204.30494838605,3557.1717120400835
91,36076.578423912935,3539.258947064123
92,35950.11542057032,3521.458906970186
93,35824.90176280909,3503.7707021095443
94,35700.923455042925,3486.193452605147
95,35578.16667899592,3468.7262882097657
96,35456.61779109617,3451.368348166487
97,35336.263319914455,3434.118781071496
98,35217.08996364712,3416.9767447391346
99,35099.08458764226,3399.9414060691834
100,34982.23422196836,3383.011940916319
101,34866.526059024545,3366.1875339617477
102,34751.947451191554,3349.4673785869268
103,34638.48590852281,3332.8506767493836
104,34526.12909647453,3316.3366388605755
105,34414.86483367438,3299.924483665753
106,34304.68108972771,3283.613438125808
107,34195.56598306071,3267.4027373010563
108,34087.50777879987,3251.2916242369365
109,33980.494886686785,3235.2793498515816
110,33874.51585902791,3219.3651728252357
111,33769.559388678346,3203.5483594914867
112,33665.61430705914,3187.8281837302843
113,33562.669582207454,3172.2039268627022
114,33460.71431685878,3156.6748775474352
115,33359.73774656092,3141.2403316789764
116,33259.7292378188,3125.8995922874706
117,33160.67828626972,3110.6519694401964
118,33062.57451488836,3095.496780144659
119,32965.40767222106,3080.433348253268
120,32869.16763064877,3065.4610043695557
121,32773.84438467808,3050.5790857559414
122,32679.428049259903,3035.786936242977
123,32585.90885813526,3021.083906140084
124,32493.277162207545,3006.469352147729
125,32401.523427940956,2991.9426372710313
126,32310.638235784478,2977.5031307347676
127,32220.612278620938,2963.1502078997487
128,32131.436360240757,2948.8832501805628
129,32043.101393839883,2934.7016449646335
130,31955.59840054139,2920.6047855325896
131,31868.918507940474,2906.5920709799248
